order_id,return_type,return_reason,refund_amount
ORD_028956,Customer Return,Size / Fit Issue,630.0
ORD_028964,RTO (Undelivered),Customer Refused at Doorstep,624.0
ORD_028972,RTO (Undelivered),Customer Refused at Doorstep,1351.1
ORD_028977,RTO (Undelivered),Customer Refused at Doorstep,2051.0
ORD_028978,Customer Return,Size / Fit Issue,1378.2
ORD_028987,RTO (Undelivered),Customer Refused at Doorstep,2749.6
ORD_028988,RTO (Undelivered),Customer Refused at Doorstep,1884.0
ORD_028995,Customer Return,Size / Fit Issue,3025.5
ORD_028998,RTO (Undelivered),Customer Refused at Doorstep,1580.8
ORD_029001,Customer Return,Defective / Damaged Item,1361.3
ORD_029005,RTO (Undelivered),Customer Refused at Doorstep,410.0
ORD_029006,Customer Return,Size / Fit Issue,957.7
ORD_029015,Customer Return,Size / Fit Issue,2889.7
ORD_029016,Customer Return,Size / Fit Issue,3739.8
ORD_029020,Customer Return,Defective / Damaged Item,1362.9
ORD_029022,RTO (Undelivered),Customer Refused at Doorstep,3242.7
ORD_029024,Customer Return,Defective / Damaged Item,3486.5
ORD_029031,Customer Return,Size / Fit Issue,651.0
ORD_029032,Customer Return,Quality Not as Expected,2641.8
ORD_029044,RTO (Undelivered),Customer Refused at Doorstep,3561.7
ORD_029048,Customer Return,Quality Not as Expected,3749.6
ORD_029049,Customer Return,Defective / Damaged Item,1582.6
ORD_029050,Customer Return,Quality Not as Expected,1185.8
ORD_029054,RTO (Undelivered),Customer Refused at Doorstep,1635.1
ORD_029056,Customer Return,Defective / Damaged Item,2231.2
ORD_029057,Customer Return,Quality Not as Expected,3248.7
ORD_029066,RTO (Undelivered),Customer Refused at Doorstep,1101.6
ORD_029069,Customer Return,Size / Fit Issue,3209.2
ORD_029072,Customer Return,Late Delivery,4358.1
ORD_029077,Customer Return,Defective / Damaged Item,1093.4
ORD_029083,RTO (Undelivered),Customer Refused at Doorstep,1620.0
ORD_029092,RTO (Undelivered),Customer Refused at Doorstep,1647.8
ORD_029096,Customer Return,Quality Not as Expected,1722.0
ORD_029099,Customer Return,Size / Fit Issue,1176.0
ORD_029105,RTO (Undelivered),Customer Refused at Doorstep,2194.4
ORD_029117,Customer Return,Quality Not as Expected,2538.6
ORD_029120,Customer Return,Size / Fit Issue,1488.0
ORD_029122,Customer Return,Late Delivery,535.8
ORD_029130,Customer Return,Found Better Price Elsewhere,6236.2
ORD_029133,RTO (Undelivered),Customer Refused at Doorstep,784.0
ORD_029134,RTO (Undelivered),Customer Refused at Doorstep,1197.0
ORD_029137,Customer Return,Size / Fit Issue,371.2
ORD_029140,RTO (Undelivered),Customer Refused at Doorstep,1010.0
ORD_029141,Customer Return,Quality Not as Expected,5590.9
ORD_029145,RTO (Undelivered),Customer Refused at Doorstep,3220.4
ORD_029146,Customer Return,Quality Not as Expected,4942.7
ORD_029149,Customer Return,Quality Not as Expected,1377.5
ORD_029154,Customer Return,Quality Not as Expected,3664.6
ORD_029156,Customer Return,Size / Fit Issue,2048.0
ORD_029159,RTO (Undelivered),Customer Refused at Doorstep,4645.3
ORD_029160,Customer Return,Late Delivery,3278.2
ORD_029166,Customer Return,Defective / Damaged Item,1271.7
ORD_029168,RTO (Undelivered),Customer Refused at Doorstep,5280.9
ORD_029175,RTO (Undelivered),Customer Refused at Doorstep,4011.7
ORD_029176,Customer Return,Size / Fit Issue,2035.2
ORD_029177,Customer Return,Size / Fit Issue,1068.4
ORD_029180,RTO (Undelivered),Customer Refused at Doorstep,3418.8
ORD_029198,RTO (Undelivered),Customer Refused at Doorstep,1560.0
ORD_029201,RTO (Undelivered),Customer Refused at Doorstep,342.0
ORD_029202,Customer Return,Quality Not as Expected,1280.7
ORD_029204,Customer Return,Defective / Damaged Item,2427.2
ORD_029205,Customer Return,Size / Fit Issue,699.6
ORD_029206,Customer Return,Size / Fit Issue,2816.1
ORD_029207,RTO (Undelivered),Customer Refused at Doorstep,516.6
ORD_029210,Customer Return,Quality Not as Expected,5149.8
ORD_029213,RTO (Undelivered),Customer Refused at Doorstep,297.6
ORD_029217,Customer Return,Size / Fit Issue,1592.5
ORD_029219,Customer Return,Defective / Damaged Item,4043.2
ORD_029220,Customer Return,Late Delivery,1879.6
ORD_029224,Customer Return,Size / Fit Issue,1287.4
ORD_029229,Customer Return,Found Better Price Elsewhere,5872.5
ORD_029231,Customer Return,Size / Fit Issue,1467.8
ORD_029236,Customer Return,Size / Fit Issue,1918.8
ORD_029239,RTO (Undelivered),Customer Refused at Doorstep,2444.4
ORD_029240,RTO (Undelivered),Customer Refused at Doorstep,2849.0
ORD_029243,RTO (Undelivered),Customer Refused at Doorstep,756.0
ORD_029248,RTO (Undelivered),Customer Refused at Doorstep,4289.3
ORD_029256,RTO (Undelivered),Customer Refused at Doorstep,1253.7
ORD_029257,Customer Return,Quality Not as Expected,748.2
ORD_029258,RTO (Undelivered),Customer Refused at Doorstep,2433.3
ORD_029269,Customer Return,Quality Not as Expected,4540.2
ORD_029270,Customer Return,Quality Not as Expected,2583.9
ORD_029271,Customer Return,Size / Fit Issue,3186.0
ORD_029273,Customer Return,Size / Fit Issue,1246.4
ORD_029275,Customer Return,Quality Not as Expected,1170.4
ORD_029279,RTO (Undelivered),Customer Refused at Doorstep,1305.2
ORD_029286,RTO (Undelivered),Customer Refused at Doorstep,4558.4
ORD_029288,Customer Return,Quality Not as Expected,2940.0
ORD_029289,RTO (Undelivered),Customer Refused at Doorstep,2839.4
ORD_029292,Customer Return,Quality Not as Expected,1958.4
ORD_029293,Customer Return,Found Better Price Elsewhere,565.5
ORD_029307,Customer Return,Quality Not as Expected,1897.4
ORD_029316,RTO (Undelivered),Customer Refused at Doorstep,1253.3
ORD_029321,RTO (Undelivered),Customer Refused at Doorstep,4105.3
ORD_029324,Customer Return,Size / Fit Issue,7273.2
ORD_029333,Customer Return,Size / Fit Issue,1387.2
ORD_029334,Customer Return,Size / Fit Issue,1542.4
ORD_029336,Customer Return,Size / Fit Issue,2015.6
ORD_029366,Customer Return,Quality Not as Expected,6739.2
ORD_029369,RTO (Undelivered),Customer Refused at Doorstep,2304.2
ORD_029372,Customer Return,Size / Fit Issue,3478.0
ORD_029374,RTO (Undelivered),Customer Refused at Doorstep,4586.2
ORD_029381,Customer Return,Defective / Damaged Item,3289.7
ORD_029384,RTO (Undelivered),Customer Refused at Doorstep,4445.7
ORD_029390,Customer Return,Size / Fit Issue,1372.8
ORD_029393,Customer Return,Size / Fit Issue,1869.0
ORD_029394,RTO (Undelivered),Customer Refused at Doorstep,5017.1
ORD_029397,RTO (Undelivered),Customer Refused at Doorstep,6531.7
ORD_029401,RTO (Undelivered),Customer Refused at Doorstep,2605.0
ORD_029407,Customer Return,Size / Fit Issue,1330.0
ORD_029412,Customer Return,Quality Not as Expected,3035.2
ORD_029424,Customer Return,Defective / Damaged Item,4128.9
ORD_029431,RTO (Undelivered),Customer Refused at Doorstep,2934.7
ORD_029433,Customer Return,Late Delivery,2961.4
ORD_029437,RTO (Undelivered),Customer Refused at Doorstep,545.3
ORD_029446,Customer Return,Size / Fit Issue,3967.2
ORD_029453,Customer Return,Quality Not as Expected,2279.2
ORD_029463,RTO (Undelivered),Customer Refused at Doorstep,3337.0
ORD_029476,RTO (Undelivered),Customer Refused at Doorstep,1848.0
ORD_029480,Customer Return,Size / Fit Issue,1065.0
ORD_029492,RTO (Undelivered),Customer Refused at Doorstep,2589.2
ORD_029495,Customer Return,Size / Fit Issue,3795.6
ORD_029496,RTO (Undelivered),Customer Refused at Doorstep,1517.4
ORD_029499,Customer Return,Size / Fit Issue,1154.2
ORD_029500,Customer Return,Size / Fit Issue,1890.0
ORD_029507,RTO (Undelivered),Customer Refused at Doorstep,3489.4
ORD_029525,RTO (Undelivered),Customer Refused at Doorstep,800.0
ORD_029536,Customer Return,Late Delivery,2707.6
ORD_029538,Customer Return,Size / Fit Issue,762.6
ORD_029540,RTO (Undelivered),Customer Refused at Doorstep,3334.4
ORD_029541,Customer Return,Quality Not as Expected,4145.2
ORD_029546,Customer Return,Defective / Damaged Item,1282.4
ORD_029547,RTO (Undelivered),Customer Refused at Doorstep,1066.8
ORD_029552,Customer Return,Size / Fit Issue,5203.5
ORD_029561,RTO (Undelivered),Customer Refused at Doorstep,3059.0
ORD_029566,Customer Return,Late Delivery,4363.4
ORD_029571,Customer Return,Late Delivery,3957.1
ORD_029573,Customer Return,Size / Fit Issue,1726.4
ORD_029579,Customer Return,Size / Fit Issue,5053.8
ORD_029584,Customer Return,Found Better Price Elsewhere,1548.6
ORD_029585,Customer Return,Late Delivery,1696.6
ORD_029588,RTO (Undelivered),Customer Refused at Doorstep,4496.5
ORD_029589,RTO (Undelivered),Customer Refused at Doorstep,1196.8
ORD_029590,RTO (Undelivered),Customer Refused at Doorstep,2482.2
ORD_029596,Customer Return,Size / Fit Issue,3749.6
ORD_029597,Customer Return,Size / Fit Issue,6174.3
ORD_029608,RTO (Undelivered),Customer Refused at Doorstep,1302.0
ORD_029610,Customer Return,Defective / Damaged Item,2592.6
ORD_029611,RTO (Undelivered),Customer Refused at Doorstep,3212.0
ORD_029613,RTO (Undelivered),Customer Refused at Doorstep,3352.5
ORD_029615,Customer Return,Size / Fit Issue,2049.2
ORD_029619,Customer Return,Quality Not as Expected,3928.0
ORD_029621,Customer Return,Defective / Damaged Item,1183.2
ORD_029622,RTO (Undelivered),Customer Refused at Doorstep,1764.0
ORD_029625,RTO (Undelivered),Customer Refused at Doorstep,1898.8
ORD_029626,Customer Return,Size / Fit Issue,1213.8
ORD_029632,Customer Return,Size / Fit Issue,1100.3
ORD_029649,Customer Return,Size / Fit Issue,3556.8
ORD_029656,RTO (Undelivered),Customer Refused at Doorstep,1138.8
ORD_029662,RTO (Undelivered),Customer Refused at Doorstep,818.4
ORD_029667,Customer Return,Found Better Price Elsewhere,1489.2
ORD_029675,Customer Return,Quality Not as Expected,730.8
ORD_029681,RTO (Undelivered),Customer Refused at Doorstep,761.4
ORD_029682,Customer Return,Defective / Damaged Item,5714.9
ORD_029683,RTO (Undelivered),Customer Refused at Doorstep,1818.3
ORD_029686,Customer Return,Defective / Damaged Item,535.8
ORD_029692,Customer Return,Size / Fit Issue,1069.2
ORD_029696,RTO (Undelivered),Customer Refused at Doorstep,1429.6
ORD_029704,RTO (Undelivered),Customer Refused at Doorstep,1556.6
ORD_029706,Customer Return,Late Delivery,615.6
ORD_029708,Customer Return,Size / Fit Issue,4831.0
ORD_029718,Customer Return,Defective / Damaged Item,2088.0
ORD_029721,Customer Return,Size / Fit Issue,1739.4
ORD_029722,Customer Return,Late Delivery,539.4
ORD_029723,RTO (Undelivered),Customer Refused at Doorstep,1929.6
ORD_029724,Customer Return,Size / Fit Issue,1011.7
ORD_029725,Customer Return,Size / Fit Issue,576.0
ORD_029728,RTO (Undelivered),Customer Refused at Doorstep,647.8
ORD_029732,RTO (Undelivered),Customer Refused at Doorstep,2125.2
ORD_029738,Customer Return,Late Delivery,1068.7
ORD_029739,Customer Return,Size / Fit Issue,3517.5
ORD_029740,RTO (Undelivered),Customer Refused at Doorstep,1661.0
ORD_029748,Customer Return,Size / Fit Issue,1085.0
ORD_029755,Customer Return,Late Delivery,9668.9
ORD_029756,Customer Return,Late Delivery,1795.4
ORD_029760,Customer Return,Defective / Damaged Item,1185.6
ORD_029761,Customer Return,Size / Fit Issue,4405.2
ORD_029767,Customer Return,Size / Fit Issue,3585.8
ORD_029768,RTO (Undelivered),Customer Refused at Doorstep,4862.3
ORD_029771,Customer Return,Quality Not as Expected,3818.2
ORD_029773,RTO (Undelivered),Customer Refused at Doorstep,3344.3
ORD_029775,Customer Return,Size / Fit Issue,2401.2
ORD_029783,Customer Return,Size / Fit Issue,1457.4
ORD_029785,RTO (Undelivered),Customer Refused at Doorstep,3721.7
ORD_029788,RTO (Undelivered),Customer Refused at Doorstep,2109.6
ORD_029791,RTO (Undelivered),Customer Refused at Doorstep,378.4
ORD_029794,RTO (Undelivered),Customer Refused at Doorstep,1706.7
ORD_029795,Customer Return,Size / Fit Issue,3685.6
ORD_029797,RTO (Undelivered),Customer Refused at Doorstep,828.0
ORD_029798,Customer Return,Found Better Price Elsewhere,3256.3
ORD_029801,RTO (Undelivered),Customer Refused at Doorstep,568.8
ORD_029805,RTO (Undelivered),Customer Refused at Doorstep,1446.0
ORD_029816,RTO (Undelivered),Customer Refused at Doorstep,2898.6
ORD_029821,Customer Return,Size / Fit Issue,1574.4
ORD_029822,Customer Return,Size / Fit Issue,2820.8
ORD_029825,Customer Return,Quality Not as Expected,1430.8
ORD_029827,Customer Return,Quality Not as Expected,3836.4
ORD_029830,Customer Return,Size / Fit Issue,2877.9
ORD_029835,Customer Return,Quality Not as Expected,4666.0
ORD_029837,Customer Return,Defective / Damaged Item,3514.0
ORD_029838,Customer Return,Size / Fit Issue,3055.9
ORD_029839,RTO (Undelivered),Customer Refused at Doorstep,683.2
ORD_029846,Customer Return,Size / Fit Issue,2483.1
ORD_029848,Customer Return,Size / Fit Issue,3647.2
ORD_029852,Customer Return,Size / Fit Issue,1877.4
ORD_029853,Customer Return,Quality Not as Expected,6055.8
ORD_029855,Customer Return,Late Delivery,1584.2
ORD_029861,RTO (Undelivered),Customer Refused at Doorstep,2279.2
ORD_029865,RTO (Undelivered),Customer Refused at Doorstep,697.2
ORD_029866,RTO (Undelivered),Customer Refused at Doorstep,367.5
ORD_029867,Customer Return,Quality Not as Expected,976.8
ORD_029870,Customer Return,Quality Not as Expected,1099.0
ORD_029872,Customer Return,Size / Fit Issue,2661.0
ORD_029873,RTO (Undelivered),Customer Refused at Doorstep,1360.4
ORD_029878,Customer Return,Size / Fit Issue,4379.2
ORD_029880,Customer Return,Defective / Damaged Item,2021.6
ORD_029884,Customer Return,Defective / Damaged Item,1058.4
ORD_029886,RTO (Undelivered),Customer Refused at Doorstep,3047.8
ORD_029887,Customer Return,Size / Fit Issue,1884.8
ORD_029888,RTO (Undelivered),Customer Refused at Doorstep,741.0
ORD_029893,Customer Return,Size / Fit Issue,2332.8
ORD_029910,Customer Return,Found Better Price Elsewhere,1095.0
ORD_029913,Customer Return,Size / Fit Issue,3751.9
ORD_029918,Customer Return,Quality Not as Expected,3270.2
ORD_029924,RTO (Undelivered),Customer Refused at Doorstep,1283.5
ORD_029926,RTO (Undelivered),Customer Refused at Doorstep,2405.6
ORD_029940,Customer Return,Quality Not as Expected,3045.1
ORD_029945,Customer Return,Size / Fit Issue,1374.5
ORD_029947,Customer Return,Late Delivery,1001.7
ORD_029955,Customer Return,Size / Fit Issue,1221.5
ORD_029966,Customer Return,Defective / Damaged Item,1568.8
ORD_029971,Customer Return,Size / Fit Issue,1324.8
ORD_029977,Customer Return,Late Delivery,1469.4
ORD_029978,Customer Return,Quality Not as Expected,1292.8
ORD_029979,RTO (Undelivered),Customer Refused at Doorstep,1080.0
ORD_029981,RTO (Undelivered),Customer Refused at Doorstep,1338.4
ORD_029982,Customer Return,Size / Fit Issue,2144.8
ORD_029989,RTO (Undelivered),Customer Refused at Doorstep,2805.2
ORD_029990,RTO (Undelivered),Customer Refused at Doorstep,2041.6
ORD_029992,Customer Return,Size / Fit Issue,7276.3
ORD_030016,Customer Return,Size / Fit Issue,1996.6
ORD_030024,RTO (Undelivered),Customer Refused at Doorstep,3334.2
ORD_030027,RTO (Undelivered),Customer Refused at Doorstep,1260.0
ORD_030028,Customer Return,Quality Not as Expected,520.8
ORD_030033,Customer Return,Defective / Damaged Item,4464.0
ORD_030038,Customer Return,Defective / Damaged Item,2234.8
ORD_030045,RTO (Undelivered),Customer Refused at Doorstep,686.4
ORD_030049,Customer Return,Size / Fit Issue,965.7
ORD_030051,RTO (Undelivered),Customer Refused at Doorstep,2500.8
ORD_030053,Customer Return,Found Better Price Elsewhere,221.1
ORD_030054,RTO (Undelivered),Customer Refused at Doorstep,1047.2
ORD_030062,RTO (Undelivered),Customer Refused at Doorstep,3380.8
ORD_030067,Customer Return,Quality Not as Expected,906.2
ORD_030070,RTO (Undelivered),Customer Refused at Doorstep,365.4
ORD_030076,Customer Return,Quality Not as Expected,4352.6
ORD_030079,Customer Return,Size / Fit Issue,1506.6
ORD_030080,RTO (Undelivered),Customer Refused at Doorstep,810.0
ORD_030081,Customer Return,Size / Fit Issue,2298.7
ORD_030082,RTO (Undelivered),Customer Refused at Doorstep,2545.7
ORD_030086,Customer Return,Late Delivery,307.8
ORD_030088,RTO (Undelivered),Customer Refused at Doorstep,901.6
ORD_030090,Customer Return,Size / Fit Issue,1125.0
ORD_030101,Customer Return,Quality Not as Expected,3340.0
ORD_030104,RTO (Undelivered),Customer Refused at Doorstep,2819.8
ORD_030108,Customer Return,Size / Fit Issue,4506.2
ORD_030116,RTO (Undelivered),Customer Refused at Doorstep,2320.0
ORD_030119,RTO (Undelivered),Customer Refused at Doorstep,775.2
ORD_030123,Customer Return,Quality Not as Expected,3275.5
ORD_030129,Customer Return,Size / Fit Issue,1521.5
ORD_030138,RTO (Undelivered),Customer Refused at Doorstep,1204.0
ORD_030143,RTO (Undelivered),Customer Refused at Doorstep,1211.4
ORD_030145,RTO (Undelivered),Customer Refused at Doorstep,850.9
ORD_030161,RTO (Undelivered),Customer Refused at Doorstep,3252.0
ORD_030164,Customer Return,Defective / Damaged Item,3459.5
ORD_030167,Customer Return,Size / Fit Issue,2522.0
ORD_030168,Customer Return,Size / Fit Issue,3384.0
ORD_030170,Customer Return,Quality Not as Expected,508.8
ORD_030178,Customer Return,Quality Not as Expected,1682.0
ORD_030181,Customer Return,Quality Not as Expected,1479.5
ORD_030182,Customer Return,Size / Fit Issue,3138.2
ORD_030184,Customer Return,Quality Not as Expected,470.4
ORD_030188,RTO (Undelivered),Customer Refused at Doorstep,1570.8
ORD_030190,Customer Return,Size / Fit Issue,2746.8
ORD_030193,Customer Return,Size / Fit Issue,2772.0
ORD_030203,Customer Return,Size / Fit Issue,3836.8
ORD_030204,Customer Return,Found Better Price Elsewhere,2801.8
ORD_030206,RTO (Undelivered),Customer Refused at Doorstep,461.1
ORD_030208,Customer Return,Size / Fit Issue,2176.0
ORD_030211,Customer Return,Quality Not as Expected,3306.6
ORD_030219,Customer Return,Quality Not as Expected,1330.0
ORD_030220,RTO (Undelivered),Customer Refused at Doorstep,1435.2
ORD_030225,RTO (Undelivered),Customer Refused at Doorstep,5402.8
ORD_030237,Customer Return,Quality Not as Expected,1181.4
ORD_030238,RTO (Undelivered),Customer Refused at Doorstep,450.3
ORD_030239,Customer Return,Defective / Damaged Item,2940.0
ORD_030241,RTO (Undelivered),Customer Refused at Doorstep,1003.5
ORD_030242,RTO (Undelivered),Customer Refused at Doorstep,1212.7
ORD_030247,RTO (Undelivered),Customer Refused at Doorstep,782.0
ORD_030264,RTO (Undelivered),Customer Refused at Doorstep,3230.2
ORD_030268,Customer Return,Size / Fit Issue,1876.8
ORD_030272,Customer Return,Size / Fit Issue,1934.4
ORD_030274,Customer Return,Size / Fit Issue,3817.2
ORD_030286,Customer Return,Size / Fit Issue,2320.8
ORD_030290,Customer Return,Quality Not as Expected,434.6
ORD_030294,RTO (Undelivered),Customer Refused at Doorstep,4390.2
ORD_030306,RTO (Undelivered),Customer Refused at Doorstep,1087.9
ORD_030316,Customer Return,Size / Fit Issue,700.6
ORD_030317,Customer Return,Size / Fit Issue,2542.5
ORD_030320,Customer Return,Size / Fit Issue,1959.8
ORD_030322,Customer Return,Size / Fit Issue,1862.4
ORD_030323,RTO (Undelivered),Customer Refused at Doorstep,2320.0
ORD_030326,Customer Return,Late Delivery,418.7
ORD_030334,Customer Return,Defective / Damaged Item,632.2
ORD_030340,RTO (Undelivered),Customer Refused at Doorstep,1118.0
ORD_030350,RTO (Undelivered),Customer Refused at Doorstep,1560.0
ORD_030368,Customer Return,Late Delivery,2698.0
ORD_030375,RTO (Undelivered),Customer Refused at Doorstep,935.3
ORD_030377,Customer Return,Quality Not as Expected,5284.0
ORD_030378,Customer Return,Defective / Damaged Item,4451.8
ORD_030385,Customer Return,Size / Fit Issue,2745.0
ORD_030390,RTO (Undelivered),Customer Refused at Doorstep,742.6
ORD_030408,Customer Return,Size / Fit Issue,2646.0
ORD_030412,RTO (Undelivered),Customer Refused at Doorstep,1864.3
ORD_030423,RTO (Undelivered),Customer Refused at Doorstep,915.3
ORD_030431,RTO (Undelivered),Customer Refused at Doorstep,1271.7
ORD_030432,RTO (Undelivered),Customer Refused at Doorstep,780.2
ORD_030433,Customer Return,Size / Fit Issue,2894.6
ORD_030434,RTO (Undelivered),Customer Refused at Doorstep,2139.0
ORD_030435,Customer Return,Defective / Damaged Item,2230.8
ORD_030451,Customer Return,Size / Fit Issue,2563.0
ORD_030453,RTO (Undelivered),Customer Refused at Doorstep,687.3
ORD_030456,RTO (Undelivered),Customer Refused at Doorstep,811.2
ORD_030459,RTO (Undelivered),Customer Refused at Doorstep,3511.9
ORD_030460,Customer Return,Late Delivery,1518.3
ORD_030463,RTO (Undelivered),Customer Refused at Doorstep,2088.7
ORD_030468,Customer Return,Quality Not as Expected,2948.8
ORD_030469,Customer Return,Size / Fit Issue,1324.8
ORD_030470,Customer Return,Size / Fit Issue,3807.0
ORD_030473,Customer Return,Quality Not as Expected,3102.5
ORD_030486,RTO (Undelivered),Customer Refused at Doorstep,3321.3
ORD_030489,Customer Return,Size / Fit Issue,3463.6
ORD_030502,Customer Return,Size / Fit Issue,899.1
ORD_030504,Customer Return,Defective / Damaged Item,524.8
ORD_030506,Customer Return,Found Better Price Elsewhere,730.3
ORD_030508,Customer Return,Found Better Price Elsewhere,2314.2
ORD_030515,RTO (Undelivered),Customer Refused at Doorstep,323.9
ORD_030518,RTO (Undelivered),Customer Refused at Doorstep,2205.2
ORD_030520,Customer Return,Size / Fit Issue,4150.5
ORD_030523,Customer Return,Defective / Damaged Item,458.8
ORD_030528,RTO (Undelivered),Customer Refused at Doorstep,2227.4
ORD_030533,Customer Return,Defective / Damaged Item,1226.4
ORD_030535,RTO (Undelivered),Customer Refused at Doorstep,3070.8
ORD_030536,Customer Return,Quality Not as Expected,1726.4
ORD_030538,Customer Return,Quality Not as Expected,648.0
ORD_030546,Customer Return,Late Delivery,4288.4
ORD_030549,RTO (Undelivered),Customer Refused at Doorstep,3912.6
ORD_030558,RTO (Undelivered),Customer Refused at Doorstep,2274.5
ORD_030560,RTO (Undelivered),Customer Refused at Doorstep,2747.7
ORD_030562,Customer Return,Size / Fit Issue,1327.9
ORD_030563,Customer Return,Found Better Price Elsewhere,3449.9
ORD_030569,RTO (Undelivered),Customer Refused at Doorstep,1332.1
ORD_030572,Customer Return,Size / Fit Issue,451.2
ORD_030577,Customer Return,Late Delivery,202.5
ORD_030582,Customer Return,Defective / Damaged Item,608.0
ORD_030585,RTO (Undelivered),Customer Refused at Doorstep,2304.2
ORD_030593,RTO (Undelivered),Customer Refused at Doorstep,1784.8
ORD_030598,Customer Return,Quality Not as Expected,2870.6
ORD_030604,Customer Return,Size / Fit Issue,2628.8
ORD_030610,RTO (Undelivered),Customer Refused at Doorstep,4443.6
ORD_030617,RTO (Undelivered),Customer Refused at Doorstep,1850.2
ORD_030620,RTO (Undelivered),Customer Refused at Doorstep,1952.1
ORD_030630,Customer Return,Size / Fit Issue,1098.0
ORD_030631,RTO (Undelivered),Customer Refused at Doorstep,3793.2
ORD_030634,Customer Return,Size / Fit Issue,1911.9
ORD_030638,Customer Return,Quality Not as Expected,1339.2
ORD_030642,RTO (Undelivered),Customer Refused at Doorstep,3711.3
ORD_030643,Customer Return,Size / Fit Issue,3005.6
ORD_030645,Customer Return,Size / Fit Issue,1933.9
ORD_030648,Customer Return,Quality Not as Expected,2476.5
ORD_030651,RTO (Undelivered),Customer Refused at Doorstep,2571.4
ORD_030654,RTO (Undelivered),Customer Refused at Doorstep,5205.4
ORD_030655,RTO (Undelivered),Customer Refused at Doorstep,2034.3
ORD_030658,RTO (Undelivered),Customer Refused at Doorstep,1170.0
ORD_030662,Customer Return,Quality Not as Expected,469.8
ORD_030664,Customer Return,Size / Fit Issue,3747.8
ORD_030665,Customer Return,Size / Fit Issue,3295.6
ORD_030677,RTO (Undelivered),Customer Refused at Doorstep,1293.5
ORD_030686,Customer Return,Quality Not as Expected,3133.9
ORD_030690,Customer Return,Late Delivery,1709.4
ORD_030693,RTO (Undelivered),Customer Refused at Doorstep,450.8
ORD_030695,RTO (Undelivered),Customer Refused at Doorstep,1933.8
ORD_030697,RTO (Undelivered),Customer Refused at Doorstep,632.2
ORD_030698,Customer Return,Size / Fit Issue,1126.4
ORD_030704,Customer Return,Defective / Damaged Item,4287.6
ORD_030706,Customer Return,Size / Fit Issue,713.4
ORD_030714,Customer Return,Quality Not as Expected,999.6
ORD_030717,Customer Return,Size / Fit Issue,1061.9
ORD_030718,Customer Return,Size / Fit Issue,936.0
ORD_030724,Customer Return,Size / Fit Issue,4367.8
ORD_030725,RTO (Undelivered),Customer Refused at Doorstep,754.8
ORD_030729,Customer Return,Size / Fit Issue,2677.2
ORD_030736,RTO (Undelivered),Customer Refused at Doorstep,4129.2
ORD_030737,Customer Return,Found Better Price Elsewhere,1018.4
ORD_030740,Customer Return,Found Better Price Elsewhere,3182.4
ORD_030742,RTO (Undelivered),Customer Refused at Doorstep,4123.7
ORD_030747,Customer Return,Size / Fit Issue,5374.3
ORD_030751,Customer Return,Quality Not as Expected,1829.0
ORD_030753,RTO (Undelivered),Customer Refused at Doorstep,859.2
ORD_030761,Customer Return,Size / Fit Issue,6476.0
ORD_030762,RTO (Undelivered),Customer Refused at Doorstep,1880.0
ORD_030765,Customer Return,Defective / Damaged Item,2525.2
ORD_030767,Customer Return,Size / Fit Issue,878.8
ORD_030769,Customer Return,Size / Fit Issue,1242.0
ORD_030780,Customer Return,Quality Not as Expected,3823.0
ORD_030793,Customer Return,Quality Not as Expected,2583.4
ORD_030795,RTO (Undelivered),Customer Refused at Doorstep,4948.8
ORD_030796,RTO (Undelivered),Customer Refused at Doorstep,1239.0
ORD_030818,RTO (Undelivered),Customer Refused at Doorstep,4715.4
ORD_030821,Customer Return,Quality Not as Expected,2471.0
ORD_030827,RTO (Undelivered),Customer Refused at Doorstep,2588.7
ORD_030828,Customer Return,Quality Not as Expected,4501.8
ORD_030830,RTO (Undelivered),Customer Refused at Doorstep,1581.2
ORD_030834,Customer Return,Size / Fit Issue,3907.9
ORD_030839,RTO (Undelivered),Customer Refused at Doorstep,769.5
ORD_030840,Customer Return,Size / Fit Issue,3486.5
ORD_030850,Customer Return,Size / Fit Issue,3611.8
ORD_030853,RTO (Undelivered),Customer Refused at Doorstep,809.4
ORD_030860,RTO (Undelivered),Customer Refused at Doorstep,2497.6
ORD_030861,RTO (Undelivered),Customer Refused at Doorstep,762.2
ORD_030863,Customer Return,Found Better Price Elsewhere,4145.5
ORD_030864,Customer Return,Size / Fit Issue,2599.6
ORD_030867,RTO (Undelivered),Customer Refused at Doorstep,5595.0
ORD_030868,Customer Return,Found Better Price Elsewhere,1568.0
ORD_030871,Customer Return,Quality Not as Expected,2092.8
ORD_030874,Customer Return,Size / Fit Issue,1625.4
ORD_030875,Customer Return,Late Delivery,1856.0
ORD_030877,RTO (Undelivered),Customer Refused at Doorstep,3131.7
ORD_030882,Customer Return,Size / Fit Issue,4078.5
ORD_030886,RTO (Undelivered),Customer Refused at Doorstep,3282.3
ORD_030887,Customer Return,Size / Fit Issue,2360.7
ORD_030892,Customer Return,Defective / Damaged Item,553.0
ORD_030897,Customer Return,Quality Not as Expected,1922.4
ORD_030900,Customer Return,Size / Fit Issue,1674.8
ORD_030901,Customer Return,Quality Not as Expected,2883.0
ORD_030910,Customer Return,Size / Fit Issue,2327.4
ORD_030911,Customer Return,Size / Fit Issue,4445.5
ORD_030912,Customer Return,Quality Not as Expected,566.5
